intentType,obs_collection,provenance_name,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,dataproduct_type,proposal_pi,calib_level,t_min,t_max,t_exptime,em_min,em_max,obs_title,t_obs_release,proposal_id,proposal_type,sequence_number,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,obsid,distance
science,SWIFT,None,UVOT,None,B,OPTICAL,PTF11kly,None,00032081121,210.764650608706,54.3094042423111,cube,None,2,55887.3036921,55887.3045255,71.6253611148749,369500000000.0,499000000000.0,None,,None,None,-999,POLYGON -149.022987 54.145945 -148.993266 54.261349 -148.967446 54.413847 -149.43874800000003 54.454133 -149.47206 54.324389 -149.49507700000004 54.182945 -149.022987 54.145945 -149.022987 54.145945,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081121ubb[1]&size=ALL&output_size=1106,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081121/sw00032081121ubb_sk.img,PUBLIC,False,5885.0,1528531,0.0
science,SWIFT,None,UVOT,None,U,OPTICAL,PTF11kly,None,00032081121,210.764650608706,54.3094042423111,cube,None,2,55887.3027894,55887.3036343,71.6144952064899,301400000000.0,394200000000.0,None,,None,None,-999,POLYGON -149.02274 54.146482 -148.99300800000003 54.26356 -148.96767599999998 54.414385 -149.438985 54.45467 -149.47368700000004 54.317393 -149.495313 54.183482 -149.02274 54.146482 -149.02274 54.146482,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081121uuu[1]&size=ALL&output_size=1106,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081121/sw00032081121uuu_sk.img,PUBLIC,False,5885.0,1514075,0.0
science,SWIFT,None,UVOT,None,UVM2,UV,PTF11kly,None,00032081121,210.764650608706,54.3094042423111,cube,None,2,55887.3097569,55887.3138773,350.949067005729,167900000000.0,292700000000.0,None,,None,None,-999,POLYGON -149.02331200000003 54.145752 -148.993093 54.26478 -148.968252 54.413655 -149.19827099999998 54.436255 -149.439552 54.453659 -149.47378600000002 54.318614 -149.49539900000002 54.182471 -149.02331200000003 54.145752 -149.02331200000003 54.145752,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081121um2[1]&size=ALL&output_size=1105,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081121/sw00032081121um2_sk.img,PUBLIC,False,5885.0,1465452,0.0
science,SWIFT,None,UVOT,None,UVW1,UV;OPTICAL,PTF11kly,None,00032081121,210.764650608706,54.3094042423111,cube,None,2,55887.3001389,55887.302662,214.325858584931,160900000000.0,457000000000.0,None,,None,None,-999,POLYGON -149.022943 54.14607 -148.99272199999996 54.265238 -148.96764099999996 54.413972 -149.201257 54.436854 -149.438945 54.454257 -149.472483 54.322421 -149.495272 54.18293 -149.274364 54.163542 -149.022943 54.14607 -149.022943 54.14607,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081121uw1[1]&size=ALL&output_size=2211,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081121/sw00032081121uw1_sk.img,PUBLIC,False,5885.0,1528532,0.0
science,SWIFT,None,UVOT,None,UVW2,UV;OPTICAL,PTF11kly,None,00032081122,210.74598186621904,54.3303965453405,cube,None,2,55889.779375,55889.7838079,377.727115325096,159300000000.0,337000000000.0,None,,None,None,-999,POLYGON -149.020786 54.175091 -149.005805 54.289126 -148.998622 54.445847 -149.47643700000003 54.465992 -149.492977 54.339903 -149.49879299999998 54.191801 -149.020786 54.175091 -149.020786 54.175091,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081122uw2[1]&size=ALL&output_size=1047,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081122/sw00032081122uw2_sk.img,PUBLIC,False,5885.0,1514083,0.0
science,SWIFT,None,UVOT,None,U,OPTICAL,PTF11kly,None,00032081122,210.74598186621904,54.3303965453405,cube,None,2,55889.7774769,55889.7783681,75.5562692738451,301400000000.0,394200000000.0,None,,None,None,-999,POLYGON -149.02196200000003 54.176509 -149.006981 54.291102 -148.99981400000001 54.445871 -149.475232 54.466294 -149.492238 54.337415 -149.49807899999996 54.193218 -149.02196200000003 54.176509 -149.02196200000003 54.176509,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081122uuu[1]&size=ALL&output_size=1043,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081122/sw00032081122uuu_sk.img,PUBLIC,False,5885.0,1528535,0.0
science,SWIFT,None,UVOT,None,V,OPTICAL,PTF11kly,None,00032081122,210.74598186621904,54.3303965453405,cube,None,2,55889.7838657,55889.7847569,75.5671547761929,493000000000.0,599600000000.0,None,,None,None,-999,POLYGON -149.02195 54.17595 -149.00696700000003 54.290823 -148.999802 54.445313 -149.475214 54.465736 -149.49222099999997 54.337136 -149.49806 54.19266 -149.02195 54.17595 -149.02195 54.17595,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081122uvv[1]&size=ALL&output_size=1043,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081122/sw00032081122uvv_sk.img,PUBLIC,False,5885.0,1528536,0.0
science,SWIFT,None,UVOT,None,B,OPTICAL,PTF11kly,None,00032081122,210.74598186621904,54.3303965453405,cube,None,2,55889.7784144,55889.7793056,75.5454033654601,369500000000.0,499000000000.0,None,,None,None,-999,POLYGON -149.02221099999997 54.175666 -149.00622599999997 54.298624 -149.000064 54.445307 -149.47499400000004 54.465452 -149.492012 54.338525 -149.497844 54.192654 -149.02221099999997 54.175666 -149.02221099999997 54.175666,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081122ubb[1]&size=ALL&output_size=1043,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081122/sw00032081122ubb_sk.img,PUBLIC,False,5885.0,1528533,0.0
science,SWIFT,None,UVOT,None,UVW1,UV;OPTICAL,PTF11kly,None,00032081122,210.74598186621904,54.3303965453405,cube,None,2,55889.7746759,55889.7773495,227.118007457849,160900000000.0,457000000000.0,None,,None,None,-999,POLYGON -149.02191300000004 54.17569 -149.006665 54.294885 -149.000243 54.445193 -149.23357 54.458007 -149.475412 54.465337 -149.49217499999997 54.335901 -149.49778100000003 54.192261 -149.26801999999998 54.182188 -149.02191300000004 54.17569 -149.02191300000004 54.17569,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081122uw1[1]&size=ALL&output_size=2084,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081122/sw00032081122uw1_sk.img,PUBLIC,False,5885.0,1528548,0.0
science,SWIFT,None,UVOT,None,UVM2,UV,PTF11kly,None,00032081122,210.74598186621904,54.3303965453405,cube,None,2,55889.7848032,55889.7874884,228.580021030577,167900000000.0,292700000000.0,None,,None,None,-999,POLYGON -149.02222800000004 54.17578 -149.00674300000003 54.294835 -149.000561 54.445144 -149.23796600000003 54.458237 -149.47596999999996 54.465286 -149.49204499999996 54.341428 -149.497858 54.192211 -149.02222800000004 54.17578 -149.02222800000004 54.17578,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081122um2[1]&size=ALL&output_size=1042,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081122/sw00032081122um2_sk.img,PUBLIC,False,5885.0,1528534,0.0
science,SWIFT,None,UVOT,None,U,OPTICAL,PTF11kly,None,00032081123,210.78385549496,54.2971168236545,cube,None,2,55891.8359028,55891.8367824,74.5681240780452,301400000000.0,394200000000.0,None,,None,None,-999,POLYGON -148.94036 54.169735 -148.96299299999998 54.285802 -149.00617599999998 54.436764 -149.24976000000004 54.422998 -149.47924999999998 54.404032 -149.45554900000002 54.283322 -149.41279499999996 54.133635 -148.94036 54.169735 -148.94036 54.169735,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081123uuu[1]&size=ALL&output_size=1129,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081123/sw00032081123uuu_sk.img,PUBLIC,False,5885.0,1465455,0.0
science,SWIFT,None,UVOT,None,UVM2,UV,PTF11kly,None,00032081123,210.78385549496,54.2971168236545,cube,None,2,55891.8431713,55891.849294,520.858352278518,167900000000.0,292700000000.0,None,,None,None,-999,POLYGON -148.940115 54.168837 -148.96321 54.287137 -149.00592700000004 54.435867 -149.249506 54.422101 -149.478992 54.403135 -149.452358 54.270717 -149.412064 54.13274 -148.940115 54.168837 -148.940115 54.168837,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081123um2[1]&size=ALL&output_size=1129,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081123/sw00032081123um2_sk.img,PUBLIC,False,5885.0,1462239,0.0
science,SWIFT,None,UVOT,None,UVW1,UV;OPTICAL,PTF11kly,None,00032081123,210.78385549496,54.2971168236545,cube,None,2,55891.8331134,55891.8357639,213.566384850377,160900000000.0,457000000000.0,None,,None,None,-999,POLYGON -148.94005100000004 54.169017 -148.963149 54.286758 -149.00586199999998 54.436186 -149.24129400000004 54.42284 -149.47869000000003 54.403455 -149.45401100000004 54.278424 -149.412239 54.132919 -149.184465 54.148273 -148.94005100000004 54.169017 -148.94005100000004 54.169017,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081123uw1[1]&size=ALL&output_size=2257,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081123/sw00032081123uw1_sk.img,PUBLIC,False,5885.0,1462240,0.0
science,SWIFT,None,UVOT,None,B,OPTICAL,PTF11kly,None,00032081123,210.78385549496,54.2971168236545,cube,None,2,55891.8368287,55891.8377083,74.5681240193806,369500000000.0,499000000000.0,None,,None,None,-999,POLYGON -148.93982500000004 54.169327 -148.961522 54.282046 -149.00563799999998 54.436357 -149.478229 54.403626 -149.45354299999997 54.27734 -149.41177900000002 54.13323 -148.93982500000004 54.169327 -148.93982500000004 54.169327,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081123ubb[1]&size=ALL&output_size=1128,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081123/sw00032081123ubb_sk.img,PUBLIC,False,5885.0,1528549,0.0
science,SWIFT,None,UVOT,None,V,OPTICAL,PTF11kly,None,00032081123,210.78385549496,54.2971168236545,cube,None,2,55891.8422454,55891.843125,74.5789702164736,493000000000.0,599600000000.0,None,,None,None,-999,POLYGON -148.939821 54.169197 -148.96245399999998 54.284986 -149.005634 54.436226 -149.249215 54.42246 -149.478703 54.403495 -149.453532 54.276373 -149.41224999999997 54.133098 -148.939821 54.169197 -148.939821 54.169197,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081123uvv[1]&size=ALL&output_size=1129,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081123/sw00032081123uvv_sk.img,PUBLIC,False,5885.0,1514084,0.0
science,SWIFT,None,UVOT,None,UVW2,UV;OPTICAL,PTF11kly,None,00032081123,210.78385549496,54.2971168236545,cube,None,2,55891.8377778,55891.8421875,375.750765858285,159300000000.0,337000000000.0,None,,None,None,-999,POLYGON -148.93805399999997 54.168133 -148.961145 54.286154 -149.004327 54.436559 -149.47931600000004 54.403828 -149.45316200000002 54.272246 -149.412376 54.132038 -148.93805399999997 54.168133 -148.93805399999997 54.168133,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081123uw2[1]&size=ALL&output_size=1134,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081123/sw00032081123uw2_sk.img,PUBLIC,False,5885.0,1528550,0.0
science,SWIFT,None,UVOT,None,B,OPTICAL,PTF11kly,None,00032081124,210.78225245018803,54.2915129016785,cube,None,2,55893.9090278,55893.9099074,74.5789899277656,369500000000.0,499000000000.0,None,,None,None,-999,POLYGON -148.935001 54.167778 -148.96425 54.292227 -149.01036399999998 54.433991 -149.240029 54.41827 -149.48192900000004 54.395393 -149.451978 54.267445 -149.405489 54.125851 -148.935001 54.167778 -148.935001 54.167778,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081124ubb[1]&size=ALL&output_size=1146,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081124/sw00032081124ubb_sk.img,PUBLIC,False,5885.0,1465456,0.0
science,SWIFT,None,UVOT,None,U,OPTICAL,PTF11kly,None,00032081124,210.78225245018803,54.2915129016785,cube,None,2,55893.9080903,55893.9089699,74.5681437306726,301400000000.0,394200000000.0,None,,None,None,-999,POLYGON -148.93618000000004 54.168343 -148.96448799999996 54.291117 -149.011552 54.434556 -149.24505399999998 54.418553 -149.48312299999998 54.395954 -149.453665 54.271351 -149.40619800000002 54.126412 -148.93618000000004 54.168343 -148.93618000000004 54.168343,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081124uuu[1]&size=ALL&output_size=1147,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081124/sw00032081124uuu_sk.img,PUBLIC,False,5885.0,1465457,0.0
science,SWIFT,None,UVOT,None,UVM2,UV,PTF11kly,None,00032081124,210.78225245018803,54.2915129016785,cube,None,2,55893.9153704,55893.9215278,522.682599149884,167900000000.0,292700000000.0,None,,None,None,-999,POLYGON -148.93546800000001 54.167511 -148.962373 54.284983 -149.010834 54.433724 -149.240497 54.418002 -149.482395 54.395125 -149.45245 54.268292 -149.40547700000002 54.125583 -148.93546800000001 54.167511 -148.93546800000001 54.167511,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081124um2[1]&size=ALL&output_size=1147,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081124/sw00032081124um2_sk.img,PUBLIC,False,5885.0,1514085,0.0
science,SWIFT,None,UVOT,None,UVW1,UV;OPTICAL,PTF11kly,None,00032081124,210.78225245018803,54.2915129016785,cube,None,2,55893.9053241,55893.907963,225.152130201563,160900000000.0,457000000000.0,None,,None,None,-999,POLYGON -148.93492300000003 54.168023 -148.962307 54.284939 -149.01052500000003 54.434237 -149.245224 54.417957 -149.48209299999996 54.395639 -149.45092799999998 54.264207 -149.40565100000003 54.125957 -149.180766 54.143946 -148.93492300000003 54.168023 -148.93492300000003 54.168023,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081124uw1[1]&size=ALL&output_size=2292,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081124/sw00032081124uw1_sk.img,PUBLIC,False,5885.0,1462241,0.0
science,SWIFT,None,UVOT,None,V,OPTICAL,PTF11kly,None,00032081124,210.78225245018803,54.2915129016785,cube,None,2,55893.9144444,55893.9153241,74.5789505051816,493000000000.0,599600000000.0,None,,None,None,-999,POLYGON -148.935004 54.168054 -148.96144900000002 54.282458 -149.01036799999997 54.434267 -149.48193600000002 54.39567 -149.45344699999998 54.272738 -149.40597100000002 54.126126 -148.935004 54.168054 -148.935004 54.168054,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081124uvv[1]&size=ALL&output_size=1146,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081124/sw00032081124uvv_sk.img,PUBLIC,False,5885.0,1514086,0.0
science,SWIFT,None,UVOT,None,UVW2,UV;OPTICAL,PTF11kly,None,00032081124,210.78225245018803,54.2915129016785,cube,None,2,55893.9099769,55893.9143981,375.750765858285,159300000000.0,337000000000.0,None,,None,None,-999,POLYGON -148.93361300000004 54.167335 -148.960057 54.281181 -149.00991799999997 54.434945 -149.483408 54.396067 -149.45199100000002 54.263101 -149.406475 54.125131 -148.93361300000004 54.167335 -148.93361300000004 54.167335,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081124uw2[1]&size=ALL&output_size=1152,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081124/sw00032081124uw2_sk.img,PUBLIC,False,5885.0,1465458,0.0
science,SWIFT,None,UVOT,None,UVW1,UV;OPTICAL,PTF11kly,None,00032081125,210.79518600094207,54.2854518009608,cube,None,2,55895.9101852,55895.9127546,218.26810501932,160900000000.0,457000000000.0,None,,None,None,-999,POLYGON -148.916714 54.16859 -148.952881 54.292219 -149.00667599999997 54.433297 -149.241601 54.412677 -149.475772 54.386164 -149.43888900000002 54.259067 -149.385037 54.118042 -149.16161599999998 54.140061 -148.916714 54.16859 -148.916714 54.16859,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081125uw1[1]&size=ALL&output_size=2342,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081125/sw00032081125uw1_sk.img,PUBLIC,False,5885.0,1514088,0.0
science,SWIFT,None,UVOT,None,U,OPTICAL,PTF11kly,None,00032081125,210.79518600094207,54.2854518009608,cube,None,2,55895.9128819,55895.9137384,72.6026601135818,301400000000.0,394200000000.0,None,,None,None,-999,POLYGON -148.9173 54.169499 -148.95087999999998 54.286987 -149.007027 54.434345 -149.476136 54.387349 -149.438036 54.256351 -149.38539600000001 54.119228 -148.9173 54.169499 -148.9173 54.169499,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081125uuu[1]&size=ALL&output_size=1171,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081125/sw00032081125uuu_sk.img,PUBLIC,False,5885.0,1514087,0.0
science,SWIFT,None,UVOT,None,UVW2,UV;OPTICAL,PTF11kly,None,00032081125,210.79518600094207,54.2854518009608,cube,None,2,55895.9147106,55895.9189699,362.95899091327,159300000000.0,337000000000.0,None,,None,None,-999,POLYGON -148.914915 54.1681 -148.95130900000004 54.292845 -149.00557700000002 54.434064 -149.47659899999996 54.386791 -149.44141000000002 54.264154 -149.385375 54.117276 -148.914915 54.1681 -148.914915 54.1681,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081125uw2[1]&size=ALL&output_size=1177,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081125/sw00032081125uw2_sk.img,PUBLIC,False,5885.0,1465459,0.0
science,SWIFT,None,UVOT,None,V,OPTICAL,PTF11kly,None,00032081125,210.79518600094207,54.2854518009608,cube,None,2,55895.9190394,55895.9198958,72.6135063106748,493000000000.0,599600000000.0,None,,None,None,-999,POLYGON -148.916586 54.168676 -148.95297800000003 54.294536 -149.006307 54.433522 -149.47540700000002 54.386529 -149.43876699999998 54.25999 -149.38467400000002 54.118407 -148.916586 54.168676 -148.916586 54.168676,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081125uvv[1]&size=ALL&output_size=1171,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081125/sw00032081125uvv_sk.img,PUBLIC,False,5885.0,1462242,0.0
science,SWIFT,None,UVOT,None,UVM2,UV,PTF11kly,None,00032081125,210.79518600094207,54.2854518009608,cube,None,2,55895.9199421,55895.9263773,547.52780088257,167900000000.0,292700000000.0,None,,None,None,-999,POLYGON -148.917081 54.167689 -148.94736899999998 54.276524 -149.00584400000002 54.432533 -149.474938 54.3861 -149.439259 54.260395 -149.38563599999998 54.117976 -148.917081 54.167689 -148.917081 54.167689,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081125um2[1]&size=ALL&output_size=1169,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081125/sw00032081125um2_sk.img,PUBLIC,False,5885.0,1528552,0.0
science,SWIFT,None,UVOT,None,B,OPTICAL,PTF11kly,None,00032081125,210.79518600094207,54.2854518009608,cube,None,2,55895.9137847,55895.9146412,72.5592162499986,369500000000.0,499000000000.0,None,,None,None,-999,POLYGON -148.916836 54.16881 -148.954639 54.298577 -149.00655900000004 54.433656 -149.475661 54.386662 -149.43804799999998 54.257057 -149.384925 54.11854 -148.916836 54.16881 -148.916836 54.16881,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081125ubb[1]&size=ALL&output_size=1171,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081125/sw00032081125ubb_sk.img,PUBLIC,False,5885.0,1528551,0.0
science,SWIFT,None,UVOT,None,U,OPTICAL,PTF11kly,None,00032081126,210.779195388478,54.3118470507827,cube,None,2,55897.4603241,55897.5273032,79.2700370773961,301400000000.0,394200000000.0,None,,None,None,-999,POLYGON -148.979784 54.165053 -148.97356000000002 54.249822 -148.97771999999998 54.434734 -149.45390499999996 54.443121 -149.45445774233715 54.43399929459936 -149.46743800000002 54.434042 -149.46997799999997 54.299612 -149.46009100000003 54.160745 -148.983295 54.161864 -148.98323789367845 54.165094222734652 -148.979784 54.165053 -148.979784 54.165053,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081126uuu[1]&size=ALL&output_size=1026,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081126/sw00032081126uuu_sk.img,PUBLIC,False,5885.0,1465481,0.0
science,SWIFT,None,UVOT,None,V,OPTICAL,PTF11kly,None,00032081126,210.779195388478,54.3118470507827,cube,None,2,55897.463831,55897.5307292,79.2700370187315,493000000000.0,599600000000.0,None,,None,None,-999,POLYGON -148.97927200000004 54.164501 -148.97305700000004 54.247597 -148.97672599999999 54.434181 -149.452904 54.442571 -149.45347561999864 54.433420783549728 -149.467513 54.433467 -149.470033 54.295691 -149.46016499999996 54.160171 -148.983852 54.161291 -148.98378030998987 54.164554807086951 -148.97927200000004 54.164501 -148.97927200000004 54.164501,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081126uvv[1]&size=ALL&output_size=1026,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081126/sw00032081126uvv_sk.img,PUBLIC,False,5885.0,1465482,0.0
science,SWIFT,None,UVOT,None,B,OPTICAL,PTF11kly,None,00032081126,210.779195388478,54.3118470507827,cube,None,2,55897.4608565,55897.5278241,79.2808832158245,369500000000.0,499000000000.0,None,,None,None,-999,POLYGON -148.97902599999998 54.164341 -148.97277099999997 54.25413 -148.97695799999997 54.434022 -149.45313499999997 54.442412 -149.45369738903952 54.4334257261151 -149.46748300000002 54.433471 -149.47011299999997 54.313823 -149.459659 54.160176 -148.98334599999998 54.161294 -148.98327693105242 54.164391748865491 -148.97902599999998 54.164341 -148.97902599999998 54.164341,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081126ubb[1]&size=ALL&output_size=1026,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081126/sw00032081126ubb_sk.img,PUBLIC,False,5885.0,1465460,0.0
science,SWIFT,None,UVOT,None,UVW2,UV;OPTICAL,PTF11kly,None,00032081126,210.779195388478,54.3118470507827,cube,None,2,55897.4614005,55897.5302199,401.117234350778,159300000000.0,337000000000.0,None,,None,None,-999,POLYGON -148.97765500000003 54.163627 -148.971902 54.248677 -148.976048 54.434704 -149.22107 54.441924 -149.454629 54.442814 -149.45513189254081 54.434028747337351 -149.46841800000004 54.433911 -149.47098 54.303664 -149.460581 54.1595 -148.981894 54.160617 -148.98183983035881 54.163676803764041 -148.97765500000003 54.163627 -148.97765500000003 54.163627,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081126uw2[1]&size=ALL&output_size=1030,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081126/sw00032081126uw2_sk.img,PUBLIC,False,5885.0,1462243,0.0
science,SWIFT,None,UVOT,None,UVM2,UV,PTF11kly,None,00032081126,210.779195388478,54.3118470507827,cube,None,2,55897.4643519,55897.5347106,649.77536861033,167900000000.0,292700000000.0,None,,None,None,-999,POLYGON -148.97904 54.163781 -148.97330399999998 54.2466 -148.976972 54.433463 -149.453142 54.441852 -149.45367232901617 54.433361746993029 -149.46819900000003 54.433401 -149.47082799999998 54.314031 -149.45989299999997 54.160107 -148.98357899999996 54.161505 -148.98353726894626 54.16383464969028 -148.97904 54.163781 -148.97904 54.163781,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081126um2[1]&size=ALL&output_size=1026,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081126/sw00032081126um2_sk.img,PUBLIC,False,5885.0,1528553,0.0
science,SWIFT,None,UVOT,None,UVW1,UV;OPTICAL,PTF11kly,None,00032081126,210.779195388478,54.3118470507827,cube,None,2,55897.4587616,55897.526713,240.663384166995,160900000000.0,457000000000.0,None,,None,None,-999,POLYGON -148.97931700000004 54.164812 -148.97326099999998 54.261296 -148.97773 54.434635 -149.21531800000002 54.441571 -149.453912 54.442602 -149.45449429266569 54.432214072464461 -149.46752700000002 54.432102 -149.46983999999998 54.299903 -149.459702 54.158806 -149.213459 54.157369 -148.983403 54.160064 -148.98330676380144 54.164819923107011 -148.97931700000004 54.164812 -148.97931700000004 54.164812,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081126uw1[1]&size=ALL&output_size=2052,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081126/sw00032081126uw1_sk.img,PUBLIC,False,5885.0,1465483,0.0
science,SWIFT,None,UVOT,None,UVM2,UV,PTF11kly,None,00032081127,210.800337929884,54.3039735631611,cube,None,2,55899.6661921,55899.6735995,630.609437950914,167900000000.0,292700000000.0,None,,None,None,-999,POLYGON -148.89045199999998 54.203124 -148.94315800000004 54.315082 -149.02669000000003 54.461089 -149.48485900000003 54.386134 -149.427191 54.264103 -149.347425 54.124783 -148.89045199999998 54.203124 -148.89045199999998 54.203124,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081127um2[1]&size=ALL&output_size=1245,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081127/sw00032081127um2_sk.img,PUBLIC,False,5885.0,1465484,0.0
science,SWIFT,None,UVOT,None,U,OPTICAL,PTF11kly,None,00032081127,210.800337929884,54.3039735631611,cube,None,2,55899.6588194,55899.6597106,75.5563086377645,301400000000.0,394200000000.0,None,,None,None,-999,POLYGON -148.89135499999998 54.203614 -148.94169599999998 54.31222 -149.02664300000004 54.461576 -149.254506 54.427663 -149.485298 54.386899 -149.425697 54.261246 -149.34833300000003 54.125548 -148.89135499999998 54.203614 -148.89135499999998 54.203614,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081127uuu[1]&size=ALL&output_size=1245,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081127/sw00032081127uuu_sk.img,PUBLIC,False,5885.0,1465485,0.0
science,SWIFT,None,UVOT,None,UVW1,UV;OPTICAL,PTF11kly,None,00032081127,210.800337929884,54.3039735631611,cube,None,2,55899.6560301,55899.6586921,227.119346007104,160900000000.0,457000000000.0,None,,None,None,-999,POLYGON -148.890372 54.203251 -148.942366 54.314231 -149.02589 54.461215 -149.25638800000002 54.426744 -149.48454300000003 54.386541 -149.42663600000003 54.264371 -149.34758599999998 54.125189 -149.12694199999999 54.160676 -148.890372 54.203251 -148.890372 54.203251,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081127uw1[1]&size=ALL&output_size=2489,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081127/sw00032081127uw1_sk.img,PUBLIC,False,5885.0,1462244,0.0
science,SWIFT,None,UVOT,None,UVW2,UV;OPTICAL,PTF11kly,None,00032081127,210.800337929884,54.3039735631611,cube,None,2,55899.6607292,55899.6651968,379.660040639616,159300000000.0,337000000000.0,None,,None,None,-999,POLYGON -148.888844 54.202639 -148.94201599999997 54.315714 -149.02506500000004 54.461721 -149.256286 54.427252 -149.48611700000004 54.386488 -149.42603399999996 54.260278 -149.34819400000003 54.124022 -148.888844 54.202639 -148.888844 54.202639,http://archive.stsci.edu/cgi-bin/hla/fitscut.cgi?red=sw00032081127uw2[1]&size=ALL&output_size=1251,http://archive.stsci.edu/missions/swift_uvot/00032081/00032081127/sw00032081127uw2_sk.img,PUBLIC,False,5885.0,1465486,0.0
